Time_s, Short-Term-Fuel-Trim-Bank-1_%, Calculated-Engine-Load-Value_%, Vehicle-Speed_km/h, Intake-Air-Temperature_C, Engine-Coolant-Temperature_C, Long-Term-Fuel-Trim-Bank-1_%, Intake-Manifold-Absolute-Pressure_kPa, Engine-RPM_rpm, Absolute-Throttle-Position_%, Timing-Advance-for-#1-cylinder_°
0.0, *, *, *, *, *, *, *, *, *, *
684.0, 0.7, 54.2, 84, 30, 87, -3.9, 46.0, 1945, 7.5, 18.5
685.2, -5.5, 73.3, 84, 30, 87, -4.7, 63.9, 1945, 10.0, 18.0
686.4, -3.9, 76.8, 85, 30, 87, -4.8, 84.0, 1945, 21.6, 13.5
687.6, -2.4, 81.2, 86, 30, 87, -5.5, 86.0, 1980, 22.0, 13.3
688.8, -3.1, 78.8, 87, 30, 87, -5.8, 79.6, 2017, 21.9, 13.1
690.0, -4.2, 67.7, 88, 29, 87, -6.3, 61.0, 2044, 10.2, 29.0
691.2, -6.3, 31.8, 86, 29, 87, -5.1, 47.0, 2020, 9.5, 30.0
692.4, -0.5, 29.0, 84, 29, 87, -3.9, 26.0, 1968, 6.3, 36.5
693.6, 6.3, 24.3, 81, 29, 87, -3.9, 27.9, 1934, 6.3, 36.4
694.8, 4.3, 24.8, 80, 29, 87, -3.8, 31.0, 1885, 6.3, 36.0
696.0, 2.5, 25.5, 77, 30, 87, -3.1, 55.0, 1997, 10.4, 32.2
697.2, 5.5, 54.4, 77, 30, 87, -3.9, 60.0, 2084, 18.4, 21.5
698.4, 2.6, 76.1, 79, 29, 87, -6.3, 90.0, 1822, 22.1, 16.8
699.6, -5.5, 76.1, 78, 29, 87, -4.8, 65.9, 1822, 22.4, 13.0
700.8, -7.2, 55.2, 78, 29, 87, -3.2, 28.0, 1822, 2.0, 35.5
702.0, -9.2, 22.4, 77, 29, 87, -4.7, 37.1, 1895, 4.9, 34.6
703.2, 3.9, 34.7, 77, 29, 87, -4.6, 46.5, 1970, 11.0, 31.5
704.4, 1.9, 47.0, 76, 29, 87, -3.9, 58.0, 1886, 11.9, 28.7
705.6, -7.0, 54.5, 78, 29, 87, -4.1, 59.4, 1882, 12.9, 24.5
706.8, -5.0, 55.1, 78, 29, 87, -4.7, 64.0, 1862, 14.1, 24.2
708.0, -0.8, 57.3, 78, 29, 87, -5.0, 61.6, 1866, 13.8, 24.2
709.2, -1.1, 57.3, 79, 29, 87, -5.5, 56.0, 1885, 11.0, 28.5
710.4, -1.6, 57.3, 82, 29, 88, -5.5, 55.2, 1910, 11.1, 28.5
711.6, 0.1, 55.1, 82, 29, 88, -5.5, 54.0, 1975, 12.5, 28.0
712.8, 3.1, 49.0, 83, 29, 88, -5.5, 54.0, 1976, 12.7, 27.8
714.0, 2.8, 49.7, 83, 29, 88, -5.5, 54.0, 1977, 13.3, 26.5
715.2, 2.3, 51.0, 85, 29, 88, -5.5, 49.9, 1980, 12.7, 27.1
716.4, 4.4, 44.7, 85, 29, 88, -5.4, 45.8, 1983, 10.6, 31.5
717.6, 5.7, 37.4, 85, 29, 88, -4.7, 43.0, 1984, 10.4, 31.7
718.8, 0.8, 39.6, 84, 29, 88, -4.4, 43.0, 1985, 10.1, 32.0
720.0, 0.6, 38.2, 84, 29, 88, -3.9, 43.0, 1985, 9.0, 33.5
721.2, -0.0, 32.2, 82, 29, 88, -3.5, 42.2, 1975, 9.4, 33.4
722.4, 0.0, 38.8, 81, 29, 88, -3.1, 41.0, 1951, 12.5, 29.0
723.6, -0.0, 51.4, 80, 29, 88, -2.3, 49.5, 1938, 12.7, 28.2
724.8, -2.7, 52.7, 80, 29, 88, -2.4, 59.0, 1918, 13.3, 24.5
726.0, -5.6, 54.6, 80, 29, 88, -3.1, 59.0, 1891, 14.0, 24.2
727.2, -7.0, 67.1, 80, 29, 88, -3.5, 60.5, 1863, 15.3, 23.5
728.4, -5.8, 66.0, 79, 29, 88, -4.7, 67.0, 1856, 14.7, 23.5
729.6, -0.0, 53.3, 79, 29, 88, -4.7, 64.3, 1857, 13.9, 23.5
730.8, 2.2, 53.1, 79, 29, 88, -4.7, 57.0, 1865, 12.5, 25.5
732.0, 5.5, 52.5, 78, 29, 88, -4.7, 57.9, 1847, 12.5, 25.3
733.2, 5.5, 54.3, 78, 29, 88, -4.6, 59.3, 1822, 12.5, 24.5
734.4, 5.1, 56.5, 77, 29, 88, -3.9, 64.0, 1814, 13.1, 24.0
735.6, 2.3, 60.4, 77, 29, 88, -3.9, 64.8, 1813, 14.1, 23.0
736.8, 1.0, 61.6, 77, 28, 88, -3.9, 68.0, 1814, 14.5, 23.0
738.0, -4.7, 68.6, 78, 28, 88, -4.9, 74.7, 1823, 15.4, 23.0
739.2, -4.2, 72.7, 78, 28, 88, -6.3, 90.0, 1854, 24.7, 17.0
740.4, -3.1, 88.2, 80, 28, 88, -4.2, 91.1, 1873, 24.7, 11.5
741.6, -3.4, 88.3, 81, 28, 88, -1.6, 93.0, 1916, 24.7, 11.5
742.8, -3.9, 88.6, 83, 28, 88, -1.6, 91.5, 1942, 24.7, 12.5
744.0, -5.1, 80.0, 84, 28, 88, -2.4, 88.1, 1975, 24.7, 17.0
745.2, -6.1, 68.2, 87, 28, 88, -7.0, 68.0, 2042, 21.7, 19.0
746.4, -2.3, 63.6, 88, 28, 88, -7.1, 67.5, 2041, 14.9, 25.0
747.6, -2.1, 58.4, 90, 28, 88, -7.8, 59.0, 2082, 14.6, 25.4
748.8, -0.0, 53.8, 91, 28, 88, -6.9, 55.9, 2119, 14.1, 26.5
750.0, 0.6, 47.0, 91, 28, 88, -4.7, 43.0, 2126, 11.6, 30.5
751.2, 2.3, 30.6, 92, 28, 88, -4.4, 40.4, 2137, 9.7, 35.0
752.4, 1.8, 33.9, 92, 28, 88, -3.9, 35.0, 2167, 12.5, 31.5
753.6, 0.8, 43.5, 93, 28, 88, -3.5, 41.5, 2176, 12.6, 31.3
754.8, -0.2, 44.8, 93, 28, 88, -3.1, 51.0, 2195, 13.3, 29.0
756.0, -1.6, 47.5, 94, 28, 88, -2.3, 53.4, 2201, 13.5, 29.0
757.2, -1.6, 44.4, 94, 28, 88, -2.4, 56.0, 2211, 14.1, 29.0
758.4, -1.6, 40.9, 95, 28, 88, -3.1, 48.0, 2240, 13.8, 29.0
759.6, -1.6, 45.5, 95, 28, 88, -3.1, 48.5, 2267, 13.3, 29.0
760.8, -1.0, 45.6, 95, 28, 88, -3.1, 51.0, 2267, 13.3, 29.0
762.0, 1.6, 46.3, 95, 28, 88, -3.1, 51.0, 2260, 13.3, 29.0
763.2, 0.0, 45.3, 95, 28, 88, -3.1, 51.0, 2216, 12.5, 29.3
764.4, -3.1, 42.7, 93, 28, 88, -3.1, 50.1, 2196, 12.5, 29.6
765.6, 1.4, 42.4, 92, 28, 88, -3.0, 49.0, 2158, 12.2, 30.5
766.8, 6.2, 42.0, 91, 28, 87, -2.3, 49.0, 2132, 12.3, 30.0
768.0, 3.9, 45.7, 90, 28, 87, -2.3, 51.0, 2104, 12.6, 29.0
769.2, 1.9, 50.1, 89, 28, 87, -2.3, 56.0, 2063, 13.7, 28.0
770.4, -3.1, 58.4, 88, 28, 87, -2.3, 60.4, 2065, 14.1, 26.9
771.6, -3.1, 60.2, 88, 28, 87, -2.3, 66.2, 2069, 16.1, 24.5
772.8, -3.7, 62.3, 88, 28, 87, -2.3, 68.0, 2064, 16.3, 24.3
774.0, -6.3, 64.3, 89, 28, 87, -3.3, 68.5, 2061, 16.5, 24.0
775.2, -3.7, 64.5, 89, 28, 87, -5.5, 70.0, 2068, 16.5, 23.5
776.4, 3.1, 65.5, 90, 28, 87, -6.6, 70.0, 2076, 16.5, 23.0
777.6, 1.6, 65.0, 90, 28, 87, -7.8, 70.0, 2095, 16.5, 23.0
778.8, -0.8, 63.9, 91, 28, 87, -7.0, 68.0, 2111, 16.5, 23.1
780.0, -0.8, 63.7, 92, 28, 87, -6.9, 68.0, 2133, 16.5, 23.5
781.2, -0.8, 63.5, 94, 28, 87, -6.3, 68.0, 2163, 16.5, 23.7
782.4, -0.8, 60.9, 95, 28, 87, -6.2, 67.7, 2202, 16.5, 24.5
783.6, -0.7, 57.3, 96, 28, 87, -5.5, 45.0, 2230, 14.5, 26.9
784.8, 0.8, 46.1, 96, 28, 87, -5.3, 44.7, 2260, 11.0, 32.5
786.0, 0.8, 35.7, 96, 28, 88, -4.7, 42.0, 2251, 11.0, 32.9
787.2, 0.8, 36.1, 95, 28, 88, -4.4, 42.0, 2240, 11.0, 33.5
788.4, 0.8, 39.6, 95, 28, 88, -3.9, 42.0, 2211, 11.4, 33.2
789.6, 0.8, 46.3, 94, 28, 88, -3.1, 49.2, 2212, 12.1, 33.0
790.8, -0.1, 50.7, 94, 28, 88, -3.1, 56.2, 2214, 14.1, 33.0
792.0, -0.9, 55.8, 95, 28, 88, -3.1, 64.0, 2219, 14.9, 30.8
793.2, -1.6, 59.2, 95, 28, 88, -3.5, 64.2, 2218, 16.1, 25.5
794.4, -1.4, 61.7, 95, 28, 88, -4.7, 65.0, 2209, 17.4, 24.0
795.6, -0.8, 80.8, 95, 28, 88, -3.4, 70.4, 2212, 18.9, 22.0
796.8, -0.0, 78.0, 95, 28, 87, -0.8, 87.0, 2231, 22.0, 18.5
798.0, 1.6, 69.0, 96, 28, 87, -3.3, 80.4, 2235, 21.0, 16.3
799.2, -1.4, 64.8, 96, 28, 87, -6.3, 70.0, 2242, 16.5, 24.0
800.4, -5.5, 57.3, 96, 28, 87, -7.0, 66.2, 2242, 16.0, 24.4
801.6, -4.8, 49.4, 96, 28, 87, -7.0, 61.0, 2243, 14.1, 27.0
802.8, -3.9, 34.1, 95, 28, 87, -5.9, 51.1, 2253, 13.5, 27.3
804.0, -2.8, 32.4, 95, 28, 87, -4.7, 35.0, 2277, 9.4, 36.0
805.2, -0.8, 27.8, 95, 28, 87, -4.7, 35.0, 2261, 9.3, 36.0
806.4, -1.1, 27.8, 95, 28, 87, -4.7, 35.0, 2224, 9.0, 36.0
807.6, -1.6, 27.8, 95, 28, 87, -3.9, 32.6, 2214, 8.6, 36.3
808.8, -0.8, 26.1, 95, 28, 87, -3.8, 30.0, 2198, 7.1, 38.0
810.0, -0.3, 23.8, 94, 28, 87, -3.1, 29.1, 2201, 6.8, 38.0
811.2, -3.9, 14.6, 93, 28, 87, -3.1, 30.2, 2204, 6.3, 38.0
812.4, -2.6, 16.7, 92, 28, 87, -3.1, 35.0, 2207, 7.8, 36.9
813.6, 2.3, 32.2, 91, 28, 87, -2.8, 33.3, 2189, 9.2, 35.5
814.8, 1.5, 30.3, 91, 28, 87, -2.3, 29.0, 2125, 6.7, 36.6
816.0, -0.8, 22.0, 89, 28, 87, -2.0, 28.2, 2111, 6.9, 37.5
817.2, 1.8, 22.9, 88, 28, 87, -1.5, 27.0, 2081, 7.5, 37.5
818.4, 5.5, 24.7, 87, 28, 87, -0.8, 30.1, 2071, 7.5, 37.4
819.6, 1.0, 24.9, 87, 28, 87, -0.8, 30.1, 2058, 7.5, 37.0
820.8, -1.8, 25.1, 86, 28, 87, -0.8, 31.0, 2036, 7.5, 36.6
822.0, -2.3, 25.1, 84, 28, 87, -0.5, 36.9, 2067, 8.4, 35.6
823.2, -4.0, 37.7, 84, 28, 87, -0.4, 47.0, 2161, 14.5, 27.5
824.4, -6.3, 62.0, 83, 28, 87, -7.8, 59.4, 2105, 15.7, 25.5
825.6, -4.8, 70.3, 84, 28, 87, -7.9, 71.9, 2041, 18.4, 19.0
826.8, -3.7, 76.0, 85, 28, 87, -8.6, 84.0, 2010, 19.6, 19.0
828.0, -3.1, 68.6, 87, 28, 87, -8.6, 78.2, 2023, 20.8, 19.0
829.2, -4.1, 63.0, 87, 28, 86, -8.6, 65.0, 2070, 14.9, 22.4
830.4, -6.3, 45.1, 88, 28, 87, -5.1, 51.7, 2078, 13.8, 26.5
831.6, -4.3, 38.7, 88, 28, 87, -1.6, 33.0, 2096, 6.7, 37.0
832.8, -0.8, 23.1, 86, 28, 87, -1.6, 39.1, 2137, 7.8, 36.5
834.0, -1.8, 35.6, 86, 28, 87, -1.6, 46.0, 2207, 14.1, 28.5
835.2, -3.1, 62.7, 87, 28, 87, -1.6, 60.7, 2223, 14.1, 27.5
836.4, -3.1, 55.9, 87, 28, 87, -1.7, 76.5, 2245, 14.1, 24.5
837.6, -3.0, 48.6, 88, 28, 87, -2.3, 49.0, 2201, 13.7, 26.0
838.8, -1.6, 48.6, 88, 28, 87, -2.3, 50.0, 2154, 12.9, 29.5
840.0, -1.5, 48.0, 88, 28, 87, -2.3, 56.0, 2069, 12.3, 28.7
841.2, -0.8, 40.0, 87, 28, 87, -2.3, 52.8, 2065, 11.4, 27.5
842.4, -0.0, 37.7, 86, 28, 87, -2.3, 39.0, 2021, 9.0, 31.2
843.6, 2.3, 23.1, 84, 28, 87, -2.3, 40.0, 2046, 7.1, 36.0
844.8, 1.2, 26.7, 84, 28, 87, -2.3, 42.0, 2118, 11.8, 33.7
846.0, -0.8, 36.1, 83, 28, 87, -2.7, 34.0, 2036, 10.4, 31.7
847.2, -4.4, 29.5, 82, 28, 87, -3.1, 23.0, 1871, 1.6, 36.5
848.4, -9.4, 17.3, 81, 28, 87, -3.9, 22.5, 1853, 2.3, 36.4
849.6, -5.6, 17.3, 81, 28, 87, -3.7, 21.9, 1831, 4.3, 36.0
850.8, -5.0, 17.4, 80, 28, 87, -3.1, 21.0, 1783, 2.4, 33.7
852.0, -11.7, 18.0, 79, 28, 87, -2.6, 23.8, 1779, 1.0, 30.5
853.2, -7.7, 20.7, 79, 28, 87, -1.6, 30.0, 1851, 6.7, 35.5
854.4, -0.0, 28.2, 77, 28, 87, -2.8, 30.9, 1845, 6.4, 35.6
855.6, -4.0, 25.4, 76, 28, 87, -3.8, 32.0, 1834, 5.5, 36.0
856.8, -8.6, 21.2, 75, 28, 87, -1.6, 28.3, 1769, 4.4, 35.8
858.0, -6.8, 24.3, 74, 28, 87, -1.8, 27.2, 1696, 2.0, 35.0
859.2, -5.2, 30.2, 73, 28, 87, -2.3, 43.0, 1917, 7.5, 32.0
860.4, -3.9, 49.4, 73, 28, 87, -2.3, 47.0, 1872, 11.9, 28.0
861.6, -3.6, 48.5, 73, 28, 87, -2.6, 52.0, 1785, 10.2, 28.0
862.8, -3.1, 46.7, 73, 28, 87, -6.3, 54.0, 1768, 10.5, 27.5
864.0, -1.6, 48.0, 73, 28, 87, -6.3, 54.0, 1746, 11.4, 25.5
865.2, -0.1, 49.8, 74, 28, 87, -6.3, 55.1, 1755, 11.3, 25.6
866.4, -1.6, 49.8, 74, 28, 87, -6.3, 56.4, 1765, 11.0, 26.0
867.6, -1.2, 50.8, 75, 28, 87, -6.3, 60.0, 1808, 12.4, 24.8
868.8, 0.8, 58.8, 76, 28, 87, -6.3, 61.6, 1807, 14.1, 23.0
870.0, -0.1, 59.5, 76, 28, 87, -6.3, 66.0, 1807, 14.5, 23.0
871.2, -1.6, 61.2, 78, 28, 87, -6.3, 66.4, 1815, 14.6, 23.0
872.4, -2.3, 61.9, 78, 28, 87, -6.3, 67.0, 1829, 14.9, 23.0
873.6, -3.1, 63.1, 79, 28, 87, -6.3, 67.0, 1837, 14.9, 23.1
874.8, -1.9, 63.4, 79, 28, 87, -6.3, 67.0, 1850, 14.9, 23.5
876.0, -0.4, 63.9, 80, 28, 87, -6.3, 68.0, 1865, 14.9, 23.5
877.2, 4.7, 61.1, 80, 28, 87, -5.8, 66.3, 1881, 14.9, 23.5
878.4, 3.7, 56.9, 81, 28, 87, -3.9, 53.0, 1904, 12.9, 25.5
879.6, -1.6, 37.3, 80, 28, 87, -3.6, 49.9, 1899, 10.2, 29.5
880.8, -0.1, 38.2, 80, 28, 88, -3.1, 40.0, 1880, 11.0, 30.0
882.0, 4.7, 43.1, 80, 28, 88, -3.1, 44.7, 1881, 9.8, 30.6
883.2, 1.8, 34.6, 80, 28, 88, -3.1, 52.0, 1883, 2.4, 32.5
884.4, -3.1, 16.1, 79, 28, 88, -3.9, 35.7, 1788, 1.7, 31.9
885.6, -5.1, 16.1, 78, 28, 88, -4.2, 21.0, 1673, 0.0, 30.0
886.8, -5.4, 16.3, 76, 28, 88, -5.5, 21.0, 1597, 0.0, 29.6
888.0, -2.3, 17.3, 73, 28, 88, -4.4, 22.1, 1605, 0.1, 29.0
889.2, -2.5, 17.6, 73, 28, 88, -2.3, 25.0, 1644, 3.9, 31.5
890.4, -3.1, 18.8, 70, 28, 88, -4.1, 24.3, 1551, 3.4, 32.9
891.6, 0.2, 18.7, 69, 28, 88, -6.3, 23.0, 1288, 0.0, 3.5
892.8, 7.0, 18.4, 66, 28, 88, 1.6, 26.4, 1379, 0.7, 4.0
894.0, 6.7, 25.9, 66, 28, 88, 1.6, 32.0, 1635, 9.0, 30.5
895.2, 6.3, 43.1, 65, 28, 88, -2.3, 36.4, 1646, 7.0, 30.5
896.4, -1.3, 43.1, 65, 28, 88, -2.4, 42.0, 1664, 0.0, 30.5
897.6, -10.2, 43.1, 65, 28, 88, -5.5, 33.7, 1477, 1.8, 30.4
898.8, -2.2, 43.1, 64, 28, 88, -5.2, 25.4, 1205, 6.3, 30.0
900.0, 7.0, 43.1, 62, 28, 88, -2.3, 82.0, 1405, 9.5, 27.0
901.2, -0.6, 43.1, 63, 28, 88, -2.3, 82.0, 1700, 18.8, 13.0
902.4, -8.5, 43.1, 65, 28, 88, -2.8, 84.7, 1632, 18.7, 12.6
903.6, 0.8, 60.3, 66, 28, 88, -3.3, 86.3, 1554, 18.4, 11.5
904.8, -0.1, 77.7, 68, 28, 88, -3.9, 82.0, 1599, 18.2, 12.0
906.0, -5.5, 78.4, 69, 28, 88, -4.1, 82.5, 1609, 18.0, 13.0
907.2, -5.1, 78.3, 70, 28, 88, -4.7, 84.0, 1661, 18.0, 13.0
908.4, -3.9, 77.6, 73, 28, 88, -5.0, 83.0, 1670, 17.9, 13.0
909.6, -4.3, 77.0, 73, 28, 88, -5.5, 80.0, 1709, 16.9, 14.0
910.8, -5.5, 74.5, 74, 27, 88, -5.8, 80.0, 1712, 16.9, 14.0
912.0, -3.7, 74.4, 74, 27, 88, -6.3, 80.0, 1737, 17.3, 14.4
913.2, 1.6, 73.7, 75, 27, 88, -6.3, 77.0, 1737, 17.1, 15.0
914.4, 1.6, 67.7, 75, 27, 88, -6.3, 69.0, 1740, 13.3, 19.4
915.6, 1.6, 49.8, 75, 27, 88, -5.9, 69.0, 1752, 11.8, 24.2
916.8, -2.2, 39.3, 75, 27, 88, -5.2, 69.0, 1776, 6.7, 32.5
918.0, -6.3, 24.3, 74, 27, 88, -3.1, 45.9, 1776, 5.7, 32.9
919.2, -6.3, 24.3, 73, 27, 88, -3.4, 26.2, 1776, 2.7, 35.0
920.4, -6.3, 24.3, 71, 28, 88, -4.7, 28.1, 1714, 3.9, 34.8
921.6, -0.6, 28.6, 70, 28, 88, -4.6, 29.4, 1659, 6.3, 34.0
922.8, 3.9, 33.7, 69, 28, 88, -3.9, 41.0, 1782, 7.3, 33.2
924.0, 3.9, 33.7, 69, 28, 88, -3.9, 39.8, 1770, 8.6, 31.5
925.2, 2.9, 32.0, 69, 28, 88, -3.9, 35.0, 1685, 5.9, 32.6
926.4, -0.0, 24.3, 69, 28, 88, -3.9, 30.8, 1646, 4.7, 32.7
927.6, 0.0, 21.4, 69, 28, 88, -4.0, 24.0, 1563, 0.0, 28.0
928.8, 0.1, 17.3, 68, 28, 88, -5.5, 23.5, 1563, 0.0, 23.3
930.0, 12.5, 17.8, 67, 28, 88, -5.4, 23.0, 1563, 0.0, 4.0
931.2, 12.5, 18.4, 66, 28, 88, -4.7, 23.1, 1437, 0.0, 3.8
932.4, 8.6, 18.6, 66, 28, 88, -4.7, 23.5, 1303, 0.0, 3.0
933.6, 8.8, 23.8, 65, 28, 88, -4.7, 26.0, 1455, 1.5, 13.9
934.8, 10.2, 70.2, 63, 28, 88, -4.4, 42.4, 1641, 3.5, 32.5
936.0, 7.0, 70.2, 63, 28, 88, -3.9, 85.0, 2551, 16.3, 24.5
937.2, -3.9, 70.2, 67, 28, 88, -4.6, 83.6, 2535, 25.4, 16.0
938.4, -2.9, 72.4, 67, 28, 88, -5.5, 81.0, 2489, 22.4, 16.0
939.6, -0.8, 80.4, 70, 28, 88, -5.9, 82.8, 2489, 22.9, 16.0
940.8, -0.8, 79.6, 71, 28, 88, -6.3, 86.0, 2489, 25.9, 16.5
942.0, -0.8, 77.6, 74, 28, 88, -6.3, 80.9, 2465, 25.2, 16.5
943.2, -2.2, 77.6, 74, 28, 87, -6.3, 71.0, 2388, 18.0, 23.0
944.4, -4.7, 77.6, 75, 27, 87, -6.7, 75.2, 2321, 18.6, 22.1
945.6, -0.3, 79.3, 75, 27, 87, -7.0, 81.1, 2178, 21.2, 15.5
946.8, 3.1, 78.6, 76, 27, 87, -7.0, 84.0, 1960, 17.5, 17.6
948.0, 3.1, 53.3, 77, 27, 87, -7.0, 82.9, 1789, 11.8, 22.0
949.2, 3.1, 56.0, 77, 27, 87, -7.0, 77.0, 2010, 14.6, 20.0
950.4, 3.1, 75.3, 77, 27, 87, -7.0, 78.1, 2003, 18.0, 16.5
951.6, 2.8, 76.2, 77, 27, 87, -7.0, 83.0, 1889, 20.8, 15.1
952.8, -0.0, 93.6, 79, 27, 87, -5.6, 85.2, 1888, 26.3, 11.5
954.0, -0.0, 93.7, 79, 27, 87, -0.8, 96.0, 1887, 26.8, 11.5
955.2, -0.7, 93.4, 79, 27, 87, -0.8, 96.0, 1886, 32.5, 11.5
956.4, -2.3, 92.5, 82, 27, 88, -0.8, 94.4, 1892, 31.8, 11.5
957.6, -1.6, 88.0, 82, 27, 88, -0.8, 91.0, 1911, 20.8, 12.6
958.8, -0.0, 74.9, 83, 27, 88, -6.3, 84.0, 1922, 20.9, 13.5
960.0, 1.3, 77.5, 83, 27, 88, -6.3, 76.1, 1940, 21.2, 14.0
961.2, 3.1, 82.0, 83, 27, 88, -6.3, 79.0, 1953, 20.3, 14.6
962.4, -1.8, 78.9, 83, 27, 88, -5.9, 78.3, 1969, 18.4, 17.0
963.6, -6.8, 74.5, 84, 27, 88, -2.3, 49.0, 2035, 13.8, 22.2
964.8, -1.6, 50.3, 84, 27, 88, -2.7, 45.4, 2091, 5.9, 36.0
966.0, -2.2, 26.4, 83, 27, 88, -3.9, 23.0, 1850, 3.3, 34.5
967.2, -4.7, 15.3, 82, 27, 88, -4.2, 22.3, 1827, 0.0, 32.0
968.4, -5.9, 15.7, 81, 27, 88, -4.7, 20.0, 1691, 0.2, 31.0
969.6, -8.6, 17.3, 78, 27, 88, -4.4, 21.7, 1719, 1.0, 30.3
970.8, -4.6, 18.4, 78, 27, 88, -3.9, 25.0, 1802, 4.7, 36.0
972.0, 2.3, 20.8, 78, 27, 88, -4.3, 24.5, 1787, 4.4, 36.0
973.2, 0.3, 20.1, 78, 27, 88, -4.8, 24.0, 1763, 3.1, 36.0
974.4, -1.5, 19.2, 78, 28, 88, -5.5, 24.0, 1764, 3.1, 36.0
975.6, -0.0, 19.2, 78, 28, 88, -5.5, 24.0, 1766, 3.1, 36.0
976.8, -0.7, 19.1, 79, 28, 88, -5.5, 24.0, 1799, 2.9, 36.0
978.0, -5.5, 17.6, 79, 28, 88, -5.5, 23.4, 1793, 2.7, 36.0
979.2, -4.5, 17.3, 80, 28, 88, -5.5, 21.0, 1760, 1.3, 33.8
980.4, -0.0, 15.3, 81, 28, 88, -5.8, 20.7, 1752, 0.0, 31.0
981.6, -0.3, 15.3, 81, 28, 88, -6.3, 20.0, 1728, 0.0, 30.5
982.8, -0.8, 15.3, 81, 28, 88, -6.3, 20.0, 1737, 0.0, 30.6
984.0, -1.5, 15.3, 81, 28, 88, -6.3, 20.0, 1754, 0.0, 31.0
985.2, -2.3, 15.3, 81, 28, 87, -6.3, 20.0, 1727, 0.2, 31.2
986.4, -1.7, 17.6, 80, 28, 87, -6.3, 20.0, 1669, 1.2, 32.5
987.6, -0.8, 22.0, 78, 28, 87, -5.9, 21.4, 1687, 1.1, 32.5
988.8, -1.7, 20.2, 77, 28, 87, -5.5, 24.0, 1747, 0.0, 31.9
990.0, -3.1, 16.1, 75, 28, 87, -7.0, 22.4, 1682, 0.0, 30.9
991.2, -2.7, 15.9, 74, 28, 87, -7.0, 21.0, 1593, 0.0, 28.5
992.4, -1.8, 15.7, 73, 28, 87, -7.0, 21.1, 1557, 0.0, 25.6
993.6, 7.8, 19.7, 72, 28, 87, -6.7, 21.7, 1559, 0.0, 18.0
994.8, 7.7, 19.7, 70, 28, 87, -5.5, 26.1, 1589, 2.9, 22.2
996.0, 6.3, 34.5, 69, 28, 87, -5.5, 27.6, 1593, 7.8, 32.5
997.2, 5.0, 34.5, 68, 28, 87, -5.5, 41.0, 1728, 5.8, 32.2
998.4, -10.2, 19.3, 68, 28, 87, -5.8, 38.4, 1704, 2.4, 31.5
999.6, -8.7, 19.6, 67, 28, 87, -7.0, 23.0, 1281, 1.3, 20.9
1000.8, 0.8, 25.9, 66, 28, 87, -6.5, 27.2, 1359, 0.5, 3.0
1002.0, 0.1, 35.8, 65, 28, 87, -5.5, 39.0, 1676, 12.2, 14.2
1003.2, -1.6, 68.6, 67, 28, 87, -6.6, 53.9, 1692, 12.9, 25.4
1004.4, -3.5, 70.5, 68, 28, 87, -7.8, 78.0, 1728, 16.9, 14.0
1005.6, -6.2, 74.5, 71, 28, 87, -7.8, 81.7, 1732, 17.7, 13.7
1006.8, 1.6, 78.5, 73, 28, 87, -7.8, 85.3, 1742, 20.0, 12.5
1008.0, 1.8, 82.7, 75, 28, 87, -7.8, 87.0, 1806, 20.5, 12.5
1009.2, 3.1, 82.7, 80, 28, 87, -7.8, 84.9, 1818, 21.0, 12.5
1010.4, 1.5, 78.5, 80, 28, 87, -7.8, 77.0, 1887, 16.1, 16.5
1011.6, -3.1, 51.8, 84, 27, 87, -5.9, 68.0, 1923, 16.1, 21.0
1012.8, -1.2, 60.7, 85, 27, 87, -3.1, 50.0, 2017, 16.5, 23.0
1014.0, 2.3, 83.5, 87, 27, 87, -4.4, 69.3, 2100, 19.5, 23.1
1015.2, 0.8, 85.4, 88, 27, 87, -5.8, 90.6, 2231, 30.2, 13.5
1016.4, -1.0, 88.0, 91, 27, 87, -8.6, 59.0, 2188, 24.7, 17.0
1017.6, -3.1, 32.6, 91, 27, 87, -8.2, 59.0, 2127, 11.4, 29.5
1018.8, -3.1, 32.5, 92, 27, 88, -3.9, 45.1, 2138, 10.5, 30.4
1020.0, -0.2, 29.7, 91, 27, 88, -3.8, 30.0, 2155, 6.7, 38.0
1021.2, 3.1, 25.1, 90, 27, 88, -3.1, 30.0, 2126, 6.3, 37.9
1022.4, 2.3, 20.9, 89, 27, 88, -4.1, 27.3, 2075, 5.5, 37.5
1023.6, 1.2, 17.5, 88, 27, 88, -6.3, 18.0, 1910, 2.8, 35.5
1024.8, -2.3, 15.3, 85, 27, 88, -6.0, 19.7, 1919, 0.1, 32.5
1026.0, -0.8, 16.5, 85, 27, 88, -5.5, 24.0, 1956, 2.0, 34.5
1027.2, 3.9, 23.5, 84, 27, 88, -4.5, 29.1, 1993, 2.0, 37.0
1028.4, 2.8, 26.1, 84, 28, 87, -2.3, 45.0, 2182, 7.3, 33.8
1029.6, -1.6, 53.7, 85, 28, 87, -4.7, 49.7, 2177, 13.3, 29.5
1030.8, -1.1, 58.6, 85, 28, 87, -9.4, 64.0, 2146, 12.8, 27.7
1032.0, -0.0, 75.3, 87, 28, 87, -7.4, 70.1, 2131, 13.5, 25.3
1033.2, -0.8, 65.9, 88, 28, 87, -5.3, 77.2, 2105, 18.4, 19.5
